id;data_de_criacao;flag;lat;long
175641;2016-06-01;ROS64861463;-7.4686612;-37.2746574
175652;2016-04-20;LED1685592703;-7.347348599999999;-37.2868284
175663;2016-06-01;ROS64897469;-7.4686612;-37.2746574
175674;2016-04-20;LED1685628580;-7.347348599999999;-37.2868284
175685;2016-06-01;ROS64933369;-7.4686612;-37.2746574
175696;2016-04-20;LED1685664481;-7.347348599999999;-37.2868284
175707;2016-04-20;LED1685700487;-7.347348599999999;-37.2868284
175718;2016-06-01;ROS1220892551;-7.4686612;-37.2746574
175728;2016-05-09;GIZ1220892486;-8.8149803;-35.1928191
175739;2016-04-20;LED1686563039;-7.347348599999999;-37.2868284
175750;2016-06-02;ROS1220856516;-7.4686612;-37.2746574
175761;2016-04-20;LED1686598939;-7.347348599999999;-37.2868284
175771;2016-05-09;GIZ1220820648;-8.8149803;-35.1928191
175782;2016-06-02;ROS1220820542;-7.4686612;-37.2746574
175793;2016-04-20;LED1686634811;-7.347348599999999;-37.2868284
175803;2016-05-10;GIZ1220784680;-8.8149803;-35.1928191
175814;2016-06-02;ROS1220748767;-7.4686612;-37.2746574
175825;2016-04-18;LED1686670855;-7.347348599999999;-37.2868284
175836;2016-04-18;LED1686706786;-7.347348599999999;-37.2868284
175847;2016-04-18;LED1686742691;-7.347348599999999;-37.2868284
175858;2016-06-02;ROS1220676864;-7.4686612;-37.2746574
175869;2016-04-18;LED1686778595;-7.347348599999999;-37.2868284
175880;2016-06-02;ROS1220640958;-7.4686612;-37.2746574
175891;2016-04-18;LED1686778699;-7.347348599999999;-37.2868284
175901;2016-04-18;LED1686850399;-7.347348599999999;-37.2868284
175912;2016-06-02;ROS1220604929;-7.4686612;-37.2746574
175923;2016-04-18;LED1686886407;-7.347348599999999;-37.2868284
175934;2016-06-03;ROS1222006531;-7.4686612;-37.2746574
175945;2016-06-03;ROS1221970631;-7.4686612;-37.2746574
175956;2016-06-03;ROS1221934694;-7.4686612;-37.2746574
175966;2016-04-18;LED1687892575;-7.347348599999999;-37.2868284
